060855005003000,060855005003000,060855005003000,+37.3305842,-121.9261940,0,63
060855005003001,060855005003001,060855005003002,+37.3297773,-121.9286823,86,2
060855005003002,060855005003002,060855005003002,+37.3291609,-121.9279510,107,0
060855005003003,060855005003003,060855005003004,+37.3283262,-121.9278741,69,1
060855005003004,060855005003004,060855005003004,+37.3281867,-121.9273686,62,0
060855005003005,060855005003005,060855005003005,+37.3274400,-121.9247644,34,104
060855005003006,060855005003006,060855005003007,+37.3276520,-121.9270855,90,2
060855005003007,060855005003007,060855005003007,+37.3275857,-121.9300347,43,0
060855005003008,060855005003008,060855005003008,+37.3279066,-121.9310130,33,97
060855005003009,060855005003009,060855005003009,+37.3246877,-121.9254069,168,1
060855005003010,060855005003010,060855005003011,+37.3245762,-121.9263918,35,123
060855005003011,060855005003011,060855005003011,+37.3236788,-121.9257776,31,0
060855005004000,060855005004000,060855005004000,+37.3338265,-121.9355558,40,4
060855005004001,060855005004001,060855005004001,+37.3354009,-121.9339419,209,1
060855005004002,060855005004002,060855005004004,+37.3351580,-121.9327616,41,2
060855005004003,060855005004003,060855005004004,+37.3345467,-121.9319953,40,0
060855005004004,060855005004004,060855005004004,+37.3331254,-121.9338174,48,0
060855005004005,060855005004005,060855005004005,+37.3324106,-121.9332016,58,1
060855005004006,060855005004006,060855005004006,+37.3338669,-121.9310533,40,2
060855005004007,060855005004007,060855005004008,+37.3328461,-121.9297730,48,1
060855005004008,060855005004008,060855005004008,+37.3334456,-121.9302137,0,0
060855005004009,060855005004009,060855005004011,+37.3329127,-121.9309874,12,2
060855005004010,060855005004010,060855005004011,+37.3317012,-121.9326085,81,0
060855005004011,060855005004011,060855005004011,+37.3309806,-121.9320388,72,0
060855005004012,060855005004012,060855005004014,+37.3302630,-121.9313685,99,5
060855005004013,060855005004013,060855005004014,+37.3317708,-121.9285827,0,0
060855005004014,060855005004014,060855005004014,+37.3294925,-121.9306821,126,0
060855005004015,060855005004015,060855005004015,+37.3279774,-121.9319662,0,42
060855005005000,060855005005000,060855005005000,+37.3324999,-121.9378759,83,2
060855005005001,060855005005001,060855005005002,+37.3303308,-121.9388797,0,2
060855005005002,060855005005002,060855005005002,+37.3318074,-121.9371823,78,0
060855005005003,060855005005003,060855005005004,+37.3325450,-121.9371283,48,2
060855005005004,060855005005004,060855005005004,+37.3307518,-121.9382768,92,0
060855005005005,060855005005005,060855005005005,+37.3315231,-121.9358528,58,40
060855005005006,060855005005006,060855005005006,+37.3308335,-121.9351190,41,17
060855005005007,060855005005007,060855005005007,+37.3304457,-121.9342964,23,1
060855005005008,060855005005008,060855005005013,+37.3295997,-121.9346057,51,1612
060855005005009,060855005005009,060855005005013,+37.3299094,-121.9364981,21,0
060855005005010,060855005005010,060855005005013,+37.3297576,-121.9385145,49,0
060855005005011,060855005005011,060855005005013,+37.3297787,-121.9403282,9,0
060855005005012,060855005005012,060855005005013,+37.3282140,-121.9405863,0,0
060855005005013,060855005005013,060855005005013,+37.3281735,-121.9380073,81,0
060855005005014,060855005005014,060855005005014,+37.3271889,-121.9394762,0,34
060855005005015,060855005005015,060855005005015,+37.3289368,-121.9347710,57,14
060855005005016,060855005005016,060855005005016,+37.3278175,-121.9342897,304,410
060855005005017,060855005005017,060855005005017,+37.3272193,-121.9329694,0,51
060855006001000,060855006001000,060855006001000,+37.3393103,-121.9141640,113,1
060855006001001,060855006001001,060855006001001,+37.3375358,-121.9146380,440,91
060855006001002,060855006001002,060855006001003,+37.3379909,-121.9160657,82,12
060855006001003,060855006001003,060855006001003,+37.3378277,-121.9124164,77,0
060855006001004,060855006001004,060855006001004,+37.3371861,-121.9117124,75,2
060855006001005,060855006001005,060855006001005,+37.3357080,-121.9145398,66,399
060855006001006,060855006001006,060855006001006,+37.3354569,-121.9121759,171,1059
060855006001007,060855006001007,060855006001007,+37.3344463,-121.9108670,1308,265
060855006001008,060855006001008,060855006001008,+37.3338474,-121.9093886,10,5
060855006001009,060855006001009,060855006001009,+37.3343251,-121.9077224,25,47
060855006001010,060855006001010,060855006001010,+37.3326035,-121.9059548,26,69
060855006001011,060855006001011,060855006001011,+37.3326395,-121.9078527,155,62
060855006001012,060855006001012,060855006001012,+37.3325824,-121.9091795,9,161
060855006001013,060855006001013,060855006001013,+37.3323548,-121.9109583,102,97
060855006001014,060855006001014,060855006001014,+37.3370867,-121.9173843,47,134
060855006001015,060855006001015,060855006001015,+37.3374441,-121.9184783,0,24
060855006002000,060855006002000,060855006002000,+37.3321408,-121.9156850,107,32
060855006002001,060855006002001,060855006002001,+37.3320648,-121.9141512,32,35
060855006002002,060855006002002,060855006002004,+37.3302923,-121.9182245,52,1
060855006002003,060855006002003,060855006002004,+37.3297159,-121.9175530,58,0
060855006002004,060855006002004,060855006002004,+37.3308468,-121.9160236,47,0
060855006002005,060855006002005,060855006002006,+37.3302600,-121.9151143,47,35
060855006002006,060855006002006,060855006002006,+37.3313702,-121.9133047,33,0
060855006002007,060855006002007,060855006002007,+37.3306091,-121.9127819,56,22
060855006002008,060855006002008,060855006002008,+37.3292077,-121.9130907,77,7
060855006002009,060855006002009,060855006002011,+37.3295090,-121.9143573,77,2
060855006002010,060855006002010,060855006002011,+37.3283375,-121.9158993,59,0
060855006002011,060855006002011,060855006002011,+37.3290535,-121.9167097,64,0
060855006002012,060855006002012,060855006002012,+37.3282344,-121.9126871,59,2
060855006002013,060855006002013,060855006002013,+37.3276764,-121.9150506,74,10
060855006002014,060855006002014,060855006002014,+37.3269816,-121.9142678,45,1
060855006002015,060855006002015,060855006002015,+37.3263949,-121.9131729,38,38
060855006002016,060855006002016,060855006002016,+37.3271367,-121.9121208,40,39
060855006003000,060855006003000,060855006003000,+37.3364709,-121.9193527,102,241
060855006003001,060855006003001,060855006003001,+37.3353165,-121.9179576,31,130
060855006003002,060855006003002,060855006003002,+37.3344839,-121.9169566,29,9
